Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Predicted Rings,Residual Rings,Studentized Resid Rings
I,0,0,0,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,11.181974812,1.8180251885,0.8817283916
F,1,0,1,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,11.404547515,0.5954524852,0.2883328079
I,0,0,0,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,12.572072008,1.4279279919,0.7033782975
M,1,1,0,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,9.1774482302,1.8225517698,0.8808536726
I,0,0,0,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,8.4726204257,4.5273795743,2.1909537129
I,0,0,0,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,9.285180025,0.714819975,0.345972355
I,0,0,0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,10.701794939,0.2982050611,0.1446072556
F,1,0,1,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,10.757692616,2.2423073839,1.0836592562
F,1,0,1,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,10.397979037,4.602020963,2.2245143989
I,0,0,0,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,9.468081439,-1.468081439,-0.710505319
F,1,0,1,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,8.8022909122,1.1977090878,0.5789514945
I,0,0,0,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,8.6456086519,1.3543913481,0.6540968242
I,0,0,0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,7.3134942631,-1.313494263,-0.634121231
I,0,0,0,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,7.1146281635,0.8853718365,0.4274645743
M,1,1,0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,6.8983793517,-1.898379352,-0.919778008
I,0,0,0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20,15.16634805,4.8336519496,2.4122570192
F,1,0,1,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19,13.007206038,5.9927939624,2.8971029095
M,1,1,0,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,8.7652539073,0.2347460927,0.1134719044
M,1,1,0,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,8.7060068072,0.2939931928,0.1421389094
I,0,0,0,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,9.7442741704,0.2557258296,0.1242885896
M,1,1,0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,7.8433904256,3.1566095744,1.5270151049
I,0,0,0,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,8.5250052054,2.4749947946,1.1973854592
M,1,1,0,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,6.6735192805,-1.67351928,-0.811547846
I,0,0,0,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,16.0397334,0.9602665998,0.475279035
I,0,0,0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,12.321488193,0.6785118067,0.3295189084
I,0,0,0,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17,15.685793772,1.3142062283,0.6563748585
M,1,1,0,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,9.9882807607,2.0117192393,0.9718413848
M,1,1,0,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,7.9193113975,2.0806886025,1.007974926
I,0,0,0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,11.608760916,4.3912390837,2.1311223623
M,1,1,0,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19,14.208646868,4.7913531318,2.3234300947
F,1,0,1,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,9.9722749277,0.0277250723,0.0134177529
F,1,0,1,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,9.3105138117,0.6894861883,0.3377487901
I,0,0,0,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,6.5837461922,-0.583746192,-0.282108424
I,0,0,0,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,5.788633019,-0.788633019,-0.381169457
M,1,1,0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,7.8822320727,0.1177679273,0.0570097688
I,0,0,0,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8,5.9940156988,2.0059843012,0.9694713755
I,0,0,0,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,4.042658001,0.957341999,0.4641315451
M,1,1,0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19,14.209324749,4.7906752515,2.323270876
M,1,1,0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,10.344329659,4.6556703406,2.2504056668
M,1,1,0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,10.268755542,3.7312444584,1.8027486273
F,1,0,1,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,7.5572856664,-0.557285666,-0.272016978
F,1,0,1,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,9.3805104845,3.6194895155,1.7536081611
M,1,1,0,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,12.141204966,0.8587950343,0.4177707335
M,1,1,0,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18,13.401840631,4.5981593686,2.2247409012
M,1,1,0,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,8.9421355223,4.0578644777,2.0381696411
M,1,1,0,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,13.61675602,2.3832439797,1.1788947527
M,1,1,0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,9.7126416081,0.2873583919,0.1389979387
M,1,1,0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,13.25817698,-0.25817698,-0.125192575
M,1,1,0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19,12.95728674,6.0427132601,2.9197188484
M,1,1,0,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,12.795022256,-2.795022256,-1.353922224
M,1,1,0,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,11.933886412,1.0661135881,0.5153589665
F,1,0,1,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,17.281096945,-4.281096945,-2.108082058
M,1,1,0,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18,14.431437991,3.5685620087,1.7860131985
F,1,0,1,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,12.0689174,-0.0689174,-0.033314242
M,1,1,0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,8.2729381762,0.7270618238,0.35171014
F,1,0,1,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,9.3468319033,-1.346831903,-0.650709842
M,1,1,0,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,13.373137591,-3.373137591,-1.637135677
M,1,1,0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,13.85860051,4.1413994903,2.0049857154
M,1,1,0,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,13.644414845,-0.644414845,-0.312429812
I,0,0,0,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,8.1215028042,0.8784971958,0.425182087
M,1,1,0,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,8.7966522568,-0.796652257,-0.385233981
I,0,0,0,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,6.1938936935,0.8061063065,0.3892950508
I,0,0,0,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,6.6787240492,1.3212759508,0.6389007718
I,0,0,0,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,6.5041673784,-0.504167378,-0.243468288
I,0,0,0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,7.1425005327,-0.142500533,-0.068915838
I,0,0,0,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,7.5972181282,-0.597218128,-0.2883779
I,0,0,0,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,7.2991965391,-1.299196539,-0.627243688
I,0,0,0,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,7.0846503476,-0.084650348,-0.040876032
I,0,0,0,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,9.2572558409,-1.257255841,-0.607752525
M,1,1,0,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,8.8283624895,0.1716375105,0.0829842844
F,1,0,1,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,8.9209251122,-1.920925112,-0.92945527
F,1,0,1,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,12.083988988,-3.083988988,-1.491247893
M,1,1,0,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,8.3929978364,-1.392997836,-0.673401859
M,1,1,0,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,9.4707338505,-0.470733851,-0.227263067
F,1,0,1,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,13.05618469,-5.05618469,-2.445247703
M,1,1,0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,9.647436104,-1.647436104,-0.796885325
F,1,0,1,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,13.311713632,-3.311713632,-1.600024139
M,1,1,0,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,9.9203502134,1.0796497866,0.5212582657
M,1,1,0,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,9.6945901834,-0.694590183,-0.335401128
F,1,0,1,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,10.106535381,0.8934646192,0.4317723672
M,1,1,0,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,12.217204989,-2.217204989,-1.070906008
F,1,0,1,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,11.840819147,-1.840819147,-0.891108342
M,1,1,0,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,11.281743659,1.7182563413,0.8321178277
M,1,1,0,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,11.859606302,1.1403936976,0.5790734479
I,0,0,0,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,5.1787203962,-1.178720396,-0.569663532
I,0,0,0,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,5.7511957735,0.2488042265,0.1201974369
I,0,0,0,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,6.1908907209,-0.190890721,-0.092174901
I,0,0,0,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,7.2570828772,-2.257082877,-1.090088367
I,0,0,0,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,6.8578831691,-0.857883169,-0.414177462
I,0,0,0,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,7.1657097934,-1.165709793,-0.56319632
I,0,0,0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,6.4820140209,-0.482014021,-0.23278314
I,0,0,0,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,7.2189550765,-0.218955077,-0.105712449
I,0,0,0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,7.3695868226,-1.369586823,-0.661665327
I,0,0,0,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,6.771329475,1.228670525,0.59338288
I,0,0,0,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,7.06786255,-1.06786255,-0.515779842
I,0,0,0,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,8.4753527822,-0.475352782,-0.229597957
I,0,0,0,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,7.8731686302,-0.87316863,-0.422111109
F,1,0,1,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,9.4340010298,-2.43400103,-1.176254566
M,1,1,0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,7.4741366126,0.5258633874,0.2546175223
I,0,0,0,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,8.0096431835,-1.009643184,-0.488524967
F,1,0,1,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,9.1770258087,-0.177025809,-0.085676618
I,0,0,0,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,9.3134168472,-1.313416847,-0.635550711
I,0,0,0,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,7.8818950914,0.1181049086,0.0571370428
F,1,0,1,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,9.2077433143,-1.207743314,-0.583603374
M,1,1,0,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,8.9122604945,-1.912260494,-0.924178897
M,1,1,0,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,8.616759227,-1.616759227,-0.781278428
F,1,0,1,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,9.6211182088,-2.621118209,-1.270333802
M,1,1,0,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,11.615678403,-3.615678403,-1.74669448
F,1,0,1,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,9.0751418793,-1.075141879,-0.519343573
F,1,0,1,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,9.136912862,-1.136912862,-0.552329519
F,1,0,1,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,10.217614684,-2.217614684,-1.071292602
M,1,1,0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,10.991633198,-1.991633198,-0.961536832
F,1,0,1,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,9.9471863811,2.0528136189,0.9918720718
F,1,0,1,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,11.610357069,-1.610357069,-0.778268567
F,1,0,1,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,10.107069283,-2.107069283,-1.017289497
M,1,1,0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,10.59567869,-2.59567869,-1.255948919
M,1,1,0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,9.9608200963,-0.960820096,-0.463993091
F,1,0,1,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,11.440964855,-0.440964855,-0.213149496
F,1,0,1,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,12.173159694,-2.173159694,-1.051877821
M,1,1,0,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,13.35076998,-2.35076998,-1.137603147
M,1,1,0,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,10.649730253,-0.649730253,-0.314733433
F,1,0,1,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,11.432071016,-2.432071016,-1.179657576
M,1,1,0,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,10.667697001,-1.667697001,-0.806075516
M,1,1,0,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,12.109762917,-2.109762917,-1.02268217
F,1,0,1,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,11.546654958,-0.546654958,-0.265090773
F,1,0,1,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,12.970860922,-2.970860922,-1.449299899
M,1,1,0,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,13.205934421,-2.205934421,-1.068253644
F,1,0,1,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,9.640792146,-0.640792146,-0.314105756
I,0,0,0,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3,4.0215800063,-1.021580006,-0.496858532
I,0,0,0,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4,4.458087283,-0.458087283,-0.22171951
I,0,0,0,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,6.2695410956,-0.269541096,-0.130148706
I,0,0,0,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,6.9022333383,-0.902233338,-0.4360594
I,0,0,0,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,7.3948322112,-0.394832211,-0.190686972
I,0,0,0,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,7.1853867837,-1.185386784,-0.572571687
I,0,0,0,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,7.2758708011,-0.275870801,-0.133221794
I,0,0,0,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,6.893185924,0.106814076,0.0515941593
I,0,0,0,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,7.549024365,0.450975635,0.2176934618
I,0,0,0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,6.7843187581,-0.784318758,-0.381378
I,0,0,0,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,9.7811515529,-2.781151553,-1.349942819
I,0,0,0,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,8.5960081474,-1.596008147,-0.770798278
I,0,0,0,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,9.7278455012,-1.727845501,-0.848132121
I,0,0,0,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,6.8795864709,0.1204135291,0.0584407356
F,1,0,1,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,10.751841229,-2.751841229,-1.352182577
I,0,0,0,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,8.0680558568,-0.068055857,-0.032930024
I,0,0,0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,8.2407334959,-0.240733496,-0.116458557
F,1,0,1,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,9.756590078,-1.756590078,-0.849638536
M,1,1,0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,10.022948513,-0.022948513,-0.011089878
M,1,1,0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,10.08568657,-2.08568657,-1.007368347
M,1,1,0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,9.3556317613,-1.355631761,-0.654623424
M,1,1,0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,9.6276294771,-1.627629477,-0.786806137
F,1,0,1,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,9.0555915103,-0.05559151,-0.026859782
M,1,1,0,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,8.7445027709,-0.744502771,-0.359909526
M,1,1,0,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,9.3240723669,-1.324072367,-0.639556188
F,1,0,1,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,8.6733409483,0.3266590517,0.1579318793
M,1,1,0,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,10.438524392,-0.438524392,-0.211931653
F,1,0,1,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,10.09022334,-1.09022334,-0.526998939
M,1,1,0,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,9.5997274541,-1.599727454,-0.778706726
M,1,1,0,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,11.139118543,0.8608814567,0.415578614
M,1,1,0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,10.833765422,-0.833765422,-0.402613125
F,1,0,1,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,11.896761578,-0.896761578,-0.433349291
F,1,0,1,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,10.101071997,-0.101071997,-0.048906962
M,1,1,0,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,10.767454831,-0.767454831,-0.370887783
M,1,1,0,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,8.8412152124,0.1587847876,0.0768777173
F,1,0,1,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,10.029328093,0.9706719065,0.4689952839
F,1,0,1,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,9.8905304567,-0.890530457,-0.433702423
F,1,0,1,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,10.013333123,-0.013333123,-0.006450129
M,1,1,0,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,10.213717495,-1.213717495,-0.586411657
M,1,1,0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,9.9265087861,1.0734912139,0.5191986018
F,1,0,1,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,10.855431658,0.1445683424,0.0703496138
F,1,0,1,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,11.744626584,-2.744626584,-1.326757506
M,1,1,0,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,10.720758722,-0.720758722,-0.348412008
F,1,0,1,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,10.798917617,1.2010823832,0.5822334798
F,1,0,1,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,11.557789702,-0.557789702,-0.270203345
F,1,0,1,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,10.175786291,0.8242137092,0.4006515
M,1,1,0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,9.197366206,1.802633794,1.1031528988
M,1,1,0,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,10.795645543,-0.795645543,-0.38587234
F,1,0,1,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,10.600330946,0.3996690544,0.1938070589
I,0,0,0,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,4.5726953192,-1.572695319,-0.761086896
I,0,0,0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4,5.0442547405,-1.044254741,-0.505625298
I,0,0,0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,5.6848331284,-1.684833128,-0.814604244
I,0,0,0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,6.115276181,-0.115276181,-0.055673228
I,0,0,0,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,6.2293484952,-0.229348495,-0.110914683
I,0,0,0,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,6.2891527594,-0.289152759,-0.139706513
I,0,0,0,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7,6.8530280114,0.1469719886,0.0709631093
I,0,0,0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,6.5567856396,-0.55678564,-0.268820534
I,0,0,0,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,6.2898592443,-0.289859244,-0.140022133
I,0,0,0,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,6.575008565,0.424991435,0.2052194881
I,0,0,0,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,6.6743796434,0.3256203566,0.1571908033
I,0,0,0,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,7.0991517113,-0.099151711,-0.047880183
I,0,0,0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,7.4140126087,-1.414012609,-0.683168077
I,0,0,0,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,7.0341967347,-1.034196735,-0.499749133
I,0,0,0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,6.8495906719,2.1504093281,1.0425926908
I,0,0,0,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,8.1402978985,-0.140297898,-0.067737082
I,0,0,0,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,7.7921972065,-1.792197207,-0.865677248
M,1,1,0,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,8.8575427896,-1.85754279,-0.897970867
I,0,0,0,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,8.3324130847,-0.332413085,-0.160505053
I,0,0,0,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,7.9608950812,0.0391049188,0.018914645
I,0,0,0,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,7.9576404334,0.0423595666,0.0204544935
I,0,0,0,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,7.2133003653,0.7866996347,0.3964451406
I,0,0,0,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,7.1135513424,0.8864486576,0.4288612213
I,0,0,0,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,8.427059614,0.572940386,0.2766394272
I,0,0,0,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,8.3636714732,-0.363671473,-0.175846445
I,0,0,0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,7.9733487264,-0.973348726,-0.470048077
I,0,0,0,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,8.3963606531,0.6036393469,0.2918529751
F,1,0,1,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,8.7873355129,-1.787335513,-0.865233366
I,0,0,0,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,8.8224315539,0.1775684461,0.0858261586
M,1,1,0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,8.9293696591,-0.929369659,-0.449052824
I,0,0,0,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,8.9704724595,0.0295275405,0.0142626094
I,0,0,0,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,7.4346178293,0.5653821707,0.273902136
I,0,0,0,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,9.0846299298,-0.08462993,-0.04086074
I,0,0,0,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,9.2716631891,-1.271663189,-0.614583811
M,1,1,0,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,11.017062258,-3.017062258,-1.456374025
I,0,0,0,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,9.0150467838,-0.015046784,-0.007270355
I,0,0,0,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,9.0057317159,-1.005731716,-0.486295232
I,0,0,0,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10,10.151337399,-0.151337399,-0.07319558
F,1,0,1,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,11.245508317,-1.245508317,-0.603673654
M,1,1,0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,8.6593023472,1.3406976528,0.6505321757
I,0,0,0,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9,9.3435854681,-0.343585468,-0.166394919
F,1,0,1,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8,9.0139263749,-1.013926375,-0.490855731
I,0,0,0,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8,11.014024032,-3.014024032,-1.459745746
I,0,0,0,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,8.2619859638,0.7380140362,0.3585926123
F,1,0,1,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,11.332551055,-2.332551055,-1.12829041
M,1,1,0,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,11.001097187,-2.001097187,-0.966197942
I,0,0,0,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10,10.428119257,-0.428119257,-0.207135375
I,0,0,0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,9.4311350318,0.5688649682,0.2752376972
I,0,0,0,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,9.740443364,1.259556636,0.6105205909
M,1,1,0,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,9.8038127157,-0.803812716,-0.390012674
F,1,0,1,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,10.525011584,-1.525011584,-0.736687813
F,1,0,1,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,10.191107385,-1.191107385,-0.575146759
F,1,0,1,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10,10.191714277,-0.191714277,-0.092754408
F,1,0,1,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,10.551267331,-1.551267331,-0.749195378
