Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Square Root[Rings],Predicted Square Root[Rings],Residual Square Root[Rings],Studentized Resid Square Root[Rings]
F,1,0,1,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,3,3.1468546378,-0.146854638,-0.490367961
F,1,0,1,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,3.1622776602,3.1605293188,0.0017483413,0.0057990131
M,1,1,0,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,3,3.1912023167,-0.191202317,-0.633387491
M,1,1,0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,3.3166247904,3.1465705699,0.1700542205,0.5639151774
F,1,0,1,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,3.3166247904,3.2769038357,0.0397209547,0.1325255278
F,1,0,1,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,3,3.4051332721,-0.405133272,-1.34275738
M,1,1,0,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,3.1622776602,3.2687394826,-0.106461822,-0.352848644
F,1,0,1,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,3.4641016151,3.2784621466,0.1856394686,0.6170012486
F,1,0,1,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,3.3166247904,3.3814210966,-0.064796306,-0.215209693
F,1,0,1,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,3.3166247904,3.1913989458,0.1252258446,0.4173613776
M,1,1,0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,3.3166247904,3.0507758211,0.2658489693,1.115461362
M,1,1,0,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,3.1622776602,3.2904228411,-0.128145181,-0.426105992
F,1,0,1,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,3.3166247904,3.2548344812,0.0617903091,0.2054380029
I,0,0,0,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,1.7320508076,2.1274200016,-0.395369194,-1.311848932
I,0,0,0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4,2,2.23702162,-0.23702162,-0.786867576
I,0,0,0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,2,2.3641903781,-0.364190378,-1.207284406
I,0,0,0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,2.4494897428,2.4768639566,-0.027374214,-0.09064416
I,0,0,0,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,2.4494897428,2.4834034836,-0.033913741,-0.11245019
I,0,0,0,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,2.4494897428,2.5085917897,-0.059102047,-0.195786699
I,0,0,0,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7,2.6457513111,2.604350787,0.041400524,0.1370551164
I,0,0,0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,2.4494897428,2.5602316061,-0.110741863,-0.366587446
I,0,0,0,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,2.4494897428,2.5152950228,-0.06580528,-0.217952384
I,0,0,0,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,2.6457513111,2.5616231982,0.0841281128,0.2785293193
I,0,0,0,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,2.6457513111,2.5809156237,0.0648356874,0.214595719
I,0,0,0,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,2.6457513111,2.6538811265,-0.008129815,-0.02691706
I,0,0,0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,2.4494897428,2.7165282578,-0.267038515,-0.884584927
I,0,0,0,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,2.4494897428,2.6472054376,-0.197715695,-0.655060453
I,0,0,0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,3,2.6116175868,0.3883824132,1.2910541118
I,0,0,0,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,2.8284271247,2.8263993715,0.0020277532,0.0067124608
I,0,0,0,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,2.4494897428,2.7842898818,-0.334800139,-1.1087846
M,1,1,0,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,2.6457513111,2.9559005993,-0.310149288,-1.027982113
I,0,0,0,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,2.8284271247,2.8698482117,-0.041421087,-0.137127146
I,0,0,0,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,2.8284271247,2.8139856861,0.0144414386,0.047892622
I,0,0,0,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,2.8284271247,2.8078500189,0.0205771059,0.0681259958
I,0,0,0,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,2.8284271247,2.7083477374,0.1200793873,0.4148909506
I,0,0,0,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,2.8284271247,2.677231547,0.1511955777,0.5015262034
I,0,0,0,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,3,2.8891529312,0.1108470688,0.3669612466
I,0,0,0,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,2.8284271247,2.8784574965,-0.050030372,-0.165862969
I,0,0,0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,2.6457513111,2.8145486867,-0.168797376,-0.55889581
I,0,0,0,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,3,2.8810591723,0.1189408277,0.3942837599
F,1,0,1,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,2.6457513111,2.9471363432,-0.301385032,-1.000322881
I,0,0,0,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,3,2.9495453319,0.0504546681,0.1672039691
M,1,1,0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,2.8284271247,2.9833452932,-0.154918168,-0.513218903
I,0,0,0,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,3,2.9801036336,0.0198963664,0.0658926283
I,0,0,0,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,2.8284271247,2.74475971,0.0836674147,0.2779079742
I,0,0,0,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,3,2.9966971001,0.0033028999,0.0109337467
I,0,0,0,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,2.8284271247,3.0261842469,-0.197757122,-0.655288428
M,1,1,0,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,2.8284271247,3.2936102921,-0.465183167,-1.539586139
I,0,0,0,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,3,2.9911340014,0.0088659986,0.0293718272
I,0,0,0,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,2.8284271247,2.9921590827,-0.163731958,-0.542803537
I,0,0,0,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10,3.1622776602,3.167696334,-0.005418674,-0.01796896
F,1,0,1,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,3.1622776602,3.3156202554,-0.153342595,-0.509576918
M,1,1,0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,3.1622776602,2.9489588107,0.2133188495,0.7096733785
I,0,0,0,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9,3,3.0461433744,-0.046143374,-0.153216654
F,1,0,1,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8,2.8284271247,2.995236422,-0.166809297,-0.553680268
I,0,0,0,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8,2.8284271247,3.3022224348,-0.47379531,-1.573303879
I,0,0,0,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,3,2.8724845753,0.1275154247,0.4248061414
F,1,0,1,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,3,3.3472713927,-0.347271393,-1.151728453
M,1,1,0,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,3,3.2948143885,-0.294814389,-0.975973332
I,0,0,0,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10,3.1622776602,3.2107924737,-0.048514814,-0.16093675
I,0,0,0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,3.1622776602,3.058895647,0.1033820131,0.3429533577
I,0,0,0,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,3.3166247904,3.1053111682,0.2113136221,0.7022657023
M,1,1,0,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,3,3.1176152706,-0.117615271,-0.391272125
F,1,0,1,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,3,3.2275946307,-0.227594631,-0.75381314
F,1,0,1,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,3,3.182569628,-0.182569628,-0.604432264
F,1,0,1,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10,3.1622776602,3.172512779,-0.010235119,-0.03395192
F,1,0,1,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,3,3.2333525055,-0.233352505,-0.772702398
M,1,1,0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,2.8284271247,3.2059578961,-0.377530771,-1.250375911
F,1,0,1,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11,3.3166247904,3.5072494694,-0.190624679,-0.633286504
M,1,1,0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11,3.3166247904,3.4690685208,-0.15244373,-0.509129992
F,1,0,1,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10,3.1622776602,3.2358742223,-0.073596562,-0.243624109
F,1,0,1,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,3,3.1080096497,-0.10800965,-0.359673556
F,1,0,1,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10,3.1622776602,3.1848390945,-0.022561434,-0.074736692
M,1,1,0,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,3,3.0872842688,-0.087284269,-0.289335681
F,1,0,1,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,3.1622776602,3.1737459203,-0.01146826,-0.038019422
F,1,0,1,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,3,3.3155714234,-0.315571423,-1.045073419
M,1,1,0,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11,3.3166247904,3.4230846864,-0.106459896,-0.352761909
M,1,1,0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,3,3.07733645,-0.07733645,-0.256434884
I,0,0,0,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11,3.3166247904,3.2525393937,0.0640853967,0.2138414821
M,1,1,0,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,3.1622776602,3.194203423,-0.031925763,-0.105723964
M,1,1,0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12,3.4641016151,3.3066774249,0.1574241903,0.5357056196
M,1,1,0,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11,3.3166247904,3.3605080095,-0.043883219,-0.145305021
F,1,0,1,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,3.3166247904,3.4474305403,-0.13080575,-0.434017342
F,1,0,1,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,3,3.2088343444,-0.208834344,-0.698348262
M,1,1,0,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,3.3166247904,3.2737627488,0.0428620416,0.1420969309
F,1,0,1,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8,2.8284271247,3.5615787348,-0.73315161,-2.540649625
F,1,0,1,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12,3.4641016151,3.1376039421,0.326497673,1.0833593827
M,1,1,0,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,3.3166247904,3.2571956674,0.059429123,0.1974642976
M,1,1,0,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,3.1622776602,3.0594693898,0.1028082703,0.3417853267
M,1,1,0,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11,3.3166247904,3.4341346395,-0.117509849,-0.390530814
M,1,1,0,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,3.4641016151,3.3126379767,0.1514636384,0.5044677435
M,1,1,0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,3.4641016151,3.5840587167,-0.119957102,-0.438312047
I,0,0,0,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4,2,1.962341866,0.037658134,0.125300881
I,0,0,0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,2.8284271247,2.5837051312,0.2447219936,0.8101836981
I,0,0,0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5,2.2360679775,2.5963572311,-0.360289254,-1.192625803
I,0,0,0,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7,2.6457513111,2.8481000752,-0.202348764,-0.669917587
I,0,0,0,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8,2.8284271247,2.8101284674,0.0182986574,0.0606975562
I,0,0,0,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8,2.8284271247,2.7274070336,0.1010200911,0.3348560066
F,1,0,1,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7,2.6457513111,2.897320105,-0.251568794,-0.835265147
M,1,1,0,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,2.8284271247,2.8190014042,0.0094257205,0.0313465894
M,1,1,0,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,2.6457513111,3.0597860201,-0.414034709,-1.37281333
F,1,0,1,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,3,2.8769594075,0.1230405925,0.4094184037
M,1,1,0,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,3,3.0450179186,-0.045017919,-0.149231466
F,1,0,1,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,3.1622776602,3.2071444346,-0.044866774,-0.148568603
M,1,1,0,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,3.1622776602,3.6522557144,-0.489978054,-1.623890862
F,1,0,1,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11,3.3166247904,3.0244506207,0.2921741697,0.9727891475
M,1,1,0,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,3.3166247904,3.32653569,-0.0099109,-0.032820535
M,1,1,0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,3,3.0499134334,-0.049913433,-0.165773467
M,1,1,0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,3.7416573868,3.3341463627,0.4075110241,1.3520280164
M,1,1,0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,3,2.9314755703,0.0685244297,0.2277634072
M,1,1,0,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,3.3166247904,3.2958609243,0.020763866,0.0687959005
F,1,0,1,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12,3.4641016151,3.2099024603,0.2541991548,0.842053617
F,1,0,1,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,3,3.1802712,-0.1802712,-0.59776509
F,1,0,1,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8,2.8284271247,3.052476823,-0.224049698,-0.748399399
M,1,1,0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,3.1622776602,3.1829370259,-0.020659366,-0.068427326
M,1,1,0,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,3.1622776602,3.2749690523,-0.112691392,-0.37348555
F,1,0,1,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,3,3.2108448636,-0.210844864,-0.699076383
F,1,0,1,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,3.1622776602,3.4134317445,-0.251154084,-0.833615947
M,1,1,0,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,3.1622776602,3.5104040293,-0.348126369,-1.154515407
M,1,1,0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,3.1622776602,3.1658867979,-0.003609138,-0.012108619
F,1,0,1,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,3.6055512755,3.4202707416,0.1852805338,0.6219368037
I,0,0,0,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6,2.4494897428,2.3191689721,0.1303207707,0.432365775
I,0,0,0,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,2.6457513111,2.4211222179,0.2246290931,0.744358927
I,0,0,0,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5,2.2360679775,2.4491144733,-0.213046496,-0.705908531
I,0,0,0,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5,2.2360679775,2.4624550043,-0.226387027,-0.749504433
I,0,0,0,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5,2.2360679775,2.3839172682,-0.147849291,-0.489951938
I,0,0,0,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6,2.4494897428,2.5914041768,-0.141914434,-0.47000475
I,0,0,0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,2.4494897428,2.7163838476,-0.266894105,-0.883407065
I,0,0,0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8,2.8284271247,2.5978880603,0.2305390645,0.7634334606
I,0,0,0,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,2.4494897428,2.7859322202,-0.336442477,-1.114100816
I,0,0,0,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8,2.8284271247,2.8980049577,-0.069577833,-0.230462911
I,0,0,0,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,2.8284271247,2.6853028351,0.1431242896,0.4742775734
I,0,0,0,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,2.6457513111,2.9158057233,-0.270054412,-0.893950287
I,0,0,0,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,3,2.9605138061,0.0394861939,0.1308693808
I,0,0,0,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,2.8284271247,2.8506889842,-0.022261859,-0.073677876
I,0,0,0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,2.8284271247,2.883131958,-0.054704833,-0.181507885
I,0,0,0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,2.6457513111,2.8353338422,-0.189582531,-0.628264808
I,0,0,0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,3,2.7978698562,0.2021301438,0.671130934
I,0,0,0,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,3,2.8709854807,0.1290145193,0.427624231
I,0,0,0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,2.8284271247,2.9660356887,-0.137608564,-0.456030377
I,0,0,0,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,3,2.9680920687,0.0319079313,0.1057136586
I,0,0,0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9,3,3.1083153057,-0.108315306,-0.359042606
I,0,0,0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,2.8284271247,2.9706859353,-0.142258811,-0.471608947
I,0,0,0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,3.1622776602,2.914334898,0.2479427622,0.8215268607
F,1,0,1,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,3.1622776602,3.0510942618,0.1111833984,0.3684166954
I,0,0,0,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9,3,2.9627021972,0.0372978028,0.1242869398
I,0,0,0,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,3,3.1445979841,-0.144597984,-0.480576894
M,1,1,0,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,3,3.0900016014,-0.090001601,-0.297941931
I,0,0,0,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,3.3166247904,2.9558185879,0.3608062025,1.1968988561
M,1,1,0,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,2.6457513111,3.05965837,-0.413907059,-1.370549804
I,0,0,0,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,3.1622776602,3.2736713952,-0.111393735,-0.371335652
M,1,1,0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,3,3.0772118841,-0.077211884,-0.255739443
F,1,0,1,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10,3.1622776602,3.1118816539,0.0503960063,0.1671167917
I,0,0,0,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10,3.1622776602,3.1415420326,0.0207356276,0.0687164164
I,0,0,0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8,2.8284271247,3.1363970059,-0.307969881,-1.024049513
I,0,0,0,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9,3,3.0139417837,-0.013941784,-0.046266388
I,0,0,0,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,3,3.1606037633,-0.160603763,-0.532202191
I,0,0,0,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,3,2.9706695516,0.0293304484,0.0975968429
I,0,0,0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8,2.8284271247,3.1082911068,-0.279863982,-0.930399801
F,1,0,1,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,3.3166247904,3.293048853,0.0235759373,0.0783078748
F,1,0,1,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,3.1622776602,3.243367729,-0.081090069,-0.268422385
I,0,0,0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,3,3.1204851733,-0.120485173,-0.40052791
M,1,1,0,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,2.8284271247,3.2730934986,-0.444666374,-1.472910061
I,0,0,0,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10,3.1622776602,3.1602556044,0.0020220558,0.0067230989
F,1,0,1,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10,3.1622776602,2.9826377313,0.1796399289,0.5979805064
F,1,0,1,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,3.1622776602,3.2602170646,-0.097939404,-0.324169634
F,1,0,1,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12,3.4641016151,3.146292579,0.3178090361,1.052546344
M,1,1,0,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,3.1622776602,3.3284452698,-0.16616761,-0.55003518
F,1,0,1,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10,3.1622776602,3.228369108,-0.066091448,-0.219121068
M,1,1,0,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,3.3166247904,3.392959856,-0.076335066,-0.252813747
F,1,0,1,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,3.1622776602,3.5497874252,-0.387509765,-1.284286309
M,1,1,0,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,3.1622776602,3.1117299884,0.0505476717,0.168306934
F,1,0,1,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,3,3.3232268665,-0.323226867,-1.071087265
M,1,1,0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11,3.3166247904,3.1893505541,0.1272742362,0.4214908943
M,1,1,0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,3.3166247904,3.0847989719,0.2318258184,0.7696243333
M,1,1,0,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10,3.1622776602,3.41925426,-0.2569766,-0.857299624
I,0,0,0,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11,3.3166247904,3.2235825631,0.0930422272,0.3097843905
M,1,1,0,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10,3.1622776602,3.2068726109,-0.044594951,-0.147640399
F,1,0,1,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14,3.7416573868,3.2085053279,0.5331520589,1.7711886503
I,0,0,0,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11,3.3166247904,3.3238253445,-0.007200554,-0.023948162
I,0,0,0,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11,3.3166247904,3.4495897381,-0.132964948,-0.446767973
F,1,0,1,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,3,3.5069727006,-0.506972701,-1.681772183
M,1,1,0,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13,3.6055512755,3.5208119412,0.0847393343,0.280698663
M,1,1,0,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12,3.4641016151,3.4796632779,-0.015561663,-0.051550338
M,1,1,0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11,3.3166247904,3.2886257618,0.0279990285,0.0927276408
M,1,1,0,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11,3.3166247904,3.3260951068,-0.009470316,-0.031502935
M,1,1,0,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10,3.1622776602,3.1781953335,-0.015917673,-0.052725397
F,1,0,1,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10,3.1622776602,3.3043837656,-0.142106105,-0.47190885
M,1,1,0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13,3.6055512755,3.3200788397,0.2854724358,0.9498294518
M,1,1,0,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12,3.4641016151,3.5043359316,-0.040234316,-0.133700111
F,1,0,1,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,3.1622776602,3.3619169789,-0.199639319,-0.660913727
M,1,1,0,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,3.3166247904,3.4020908062,-0.085466016,-0.283085787
F,1,0,1,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10,3.1622776602,3.3648260228,-0.202548363,-0.670837761
M,1,1,0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,3.1622776602,3.559541277,-0.397263617,-1.323910384
F,1,0,1,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11,3.3166247904,3.3123275985,0.0042971919,0.0142841648
F,1,0,1,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,3.3166247904,3.213181792,0.1034429984,0.343184335
M,1,1,0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,3.3166247904,3.2596309834,0.056993807,0.1894632743
F,1,0,1,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9,3,3.3588537121,-0.358853712,-1.189503932
F,1,0,1,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11,3.3166247904,3.277578819,0.0390459714,0.1295891377
M,1,1,0,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,3.3166247904,3.0677475786,0.2488772118,0.8276938179
F,1,0,1,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,3,3.4156071143,-0.415607114,-1.377906931
M,1,1,0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,3.1622776602,3.3657537772,-0.203476117,-0.675645145
M,1,1,0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11,3.3166247904,3.5205861832,-0.203961393,-0.679016545
M,1,1,0,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,3.3166247904,3.3165798615,0.0000449288,0.0001497233
F,1,0,1,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10,3.1622776602,3.433643357,-0.271365697,-0.905119839
M,1,1,0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11,3.3166247904,3.4730315556,-0.156406765,-0.556681333
F,1,0,1,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11,3.3166247904,3.2266716998,0.0899530906,0.2991526062
M,1,1,0,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,3.3166247904,3.5278309348,-0.211206144,-0.721638068
I,0,0,0,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5,2.2360679775,2.1619290357,0.0741389418,0.2519903355
