Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings]
I,0,0,0,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6,1.7917594692,2.1823581982,-0.390598729,-2.170691601
I,0,0,0,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8,2.0794415417,1.9641203527,0.115321189,0.62382785
M,1,1,0,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8,2.0794415417,2.1088848392,-0.029443297,-0.159271846
M,1,1,0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,2.0794415417,2.136683037,-0.057241495,-0.310125045
M,1,1,0,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,2.1972245773,2.2261057518,-0.028881174,-0.156146618
M,1,1,0,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8,2.0794415417,2.2205028113,-0.14106127,-0.763510491
M,1,1,0,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,2.302585093,2.3922529203,-0.089667827,-0.484524014
M,1,1,0,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,2.302585093,2.4526596822,-0.150074589,-0.811154786
F,1,0,1,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9,2.1972245773,2.4792466376,-0.28202206,-1.524325137
F,1,0,1,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,2.1972245773,2.2580453637,-0.060820786,-0.329780031
M,1,1,0,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,1.9459101491,2.254167769,-0.30825762,-1.66841833
M,1,1,0,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11,2.3978952728,2.5210834967,-0.123188224,-0.667270386
F,1,0,1,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10,2.302585093,2.5082719869,-0.205686894,-1.115849568
M,1,1,0,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,2.3978952728,2.9424303452,-0.544535072,-3.057872913
M,1,1,0,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,2.3978952728,2.2972833122,0.1006119606,0.5446153778
F,1,0,1,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,2.4849066498,2.5005647931,-0.015658143,-0.085386606
M,1,1,0,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14,2.6390573296,2.4498662478,0.1891910818,1.0238056169
F,1,0,1,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10,2.302585093,2.5617883251,-0.259203232,-1.404518182
F,1,0,1,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14,2.6390573296,2.3696820886,0.2693752411,1.4580090321
M,1,1,0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,2.3978952728,2.3378189863,0.0600762865,0.3246167245
M,1,1,0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,1.7917594692,2.0543668043,-0.262607335,-1.424427409
F,1,0,1,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7,1.9459101491,2.3153114739,-0.369401325,-2.009166638
M,1,1,0,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9,2.1972245773,2.1702423882,0.0269821891,0.1459840229
I,0,0,0,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,1.3862943611,1.2383637383,0.1479306228,0.8086795583
I,0,0,0,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8,2.0794415417,1.8914333107,0.188008231,1.0167989115
M,1,1,0,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8,2.0794415417,2.163141024,-0.083699482,-0.453588179
F,1,0,1,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,2.1972245773,2.2857485751,-0.088523998,-0.478747865
M,1,1,0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,2.3978952728,2.3047492276,0.0931460452,0.5051047964
F,1,0,1,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9,2.1972245773,2.4040487733,-0.206824196,-1.120049125
M,1,1,0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16,2.7725887222,2.3417054319,0.4308832903,2.3305921908
M,1,1,0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14,2.6390573296,2.6026354211,0.0364219085,0.1972494454
M,1,1,0,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,2.3978952728,2.2613772289,0.1365180439,0.7384701991
I,0,0,0,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6,1.7917594692,1.9108753081,-0.119115839,-0.644414885
M,1,1,0,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,2.1972245773,2.1904056729,0.0068189045,0.0369634513
F,1,0,1,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14,2.6390573296,2.5507358437,0.0883214859,0.4821400581
M,1,1,0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,1.7917594692,2.0884198834,-0.296660414,-1.606584898
F,1,0,1,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7,1.9459101491,2.1762371726,-0.230327024,-1.249310469
M,1,1,0,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,2.302585093,2.622758268,-0.320173175,-1.738381476
M,1,1,0,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12,2.4849066498,2.4947988151,-0.009892165,-0.053558582
F,1,0,1,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,2.1972245773,2.2750971853,-0.077872608,-0.421816702
F,1,0,1,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11,2.3978952728,2.6020189296,-0.204123657,-1.107145105
M,1,1,0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,2.0794415417,2.1985231827,-0.119081641,-0.644589143
I,0,0,0,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,2.1972245773,1.8866074797,0.3106170976,1.6786238812
M,1,1,0,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,2.7725887222,2.760223694,0.0123650283,0.0674930871
F,1,0,1,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,2.4849066498,2.6686079314,-0.183701282,-0.996249035
F,1,0,1,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9,2.1972245773,2.348949734,-0.151725157,-0.822766987
F,1,0,1,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14,2.6390573296,2.5899073681,0.0491499615,0.2828775802
F,1,0,1,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14,2.6390573296,2.880456204,-0.241398874,-1.32735434
M,1,1,0,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10,2.302585093,2.2830227738,0.0195623192,0.1058247447
F,1,0,1,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18,2.8903717579,2.6208402488,0.2695315091,1.4601327916
I,0,0,0,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5,1.6094379124,1.789646066,-0.180208154,-0.974894153
M,1,1,0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19,2.9444389792,2.5752482485,0.3691907307,2.0030232997
F,1,0,1,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10,2.302585093,2.3702790186,-0.067693926,-0.367045122
F,1,0,1,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15,2.7080502011,2.3461308093,0.3619193918,1.9566009276
F,1,0,1,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,2.0794415417,2.3168770427,-0.237435501,-1.285203853
F,1,0,1,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,2.1972245773,2.4263352311,-0.229110654,-1.240538106
M,1,1,0,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,2.7080502011,2.3985872022,0.3094629989,1.6787779942
F,1,0,1,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12,2.4849066498,2.1990501055,0.2858565443,1.5475491678
F,1,0,1,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,2.1972245773,2.4030859946,-0.205861417,-1.115420199
I,0,0,0,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5,1.6094379124,1.8465641289,-0.237126216,-1.281902003
F,1,0,1,0.525,0.41,0.15,0.708,0.274,0.151,0.25,12,2.4849066498,2.4451462752,0.0397603746,0.2149628781
M,1,1,0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,2.1972245773,1.9871369841,0.2100875933,1.1414981883
M,1,1,0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16,2.7725887222,2.7002125953,0.0723761269,0.3932778594
F,1,0,1,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,2.7080502011,2.6295913514,0.0784588497,0.4365044069
M,1,1,0,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10,2.302585093,2.2990240042,0.0035610888,0.0192551774
F,1,0,1,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15,2.7080502011,2.2824656609,0.4255845402,2.3024800096
I,0,0,0,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7,1.9459101491,1.9878101923,-0.041900043,-0.226468338
F,1,0,1,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10,2.302585093,2.3944009512,-0.091815858,-0.497711134
F,1,0,1,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15,2.7080502011,2.6187033471,0.089346854,0.4887416433
M,1,1,0,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10,2.302585093,2.4219168454,-0.119331752,-0.649893718
I,0,0,0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9,2.1972245773,1.7723709813,0.424853596,2.3069526222
I,0,0,0,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7,1.9459101491,2.0379113767,-0.092001228,-0.497447447
F,1,0,1,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7,1.9459101491,2.27081049,-0.324900341,-1.759817709
F,1,0,1,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,2.1972245773,2.2999377781,-0.102713201,-0.555769587
F,1,0,1,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12,2.4849066498,2.219058831,0.2658478188,1.4449426915
M,1,1,0,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12,2.4849066498,2.6292753601,-0.14436871,-0.782568627
M,1,1,0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16,2.7725887222,2.3081335693,0.4644551529,2.5121067797
F,1,0,1,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12,2.4849066498,2.6555264547,-0.170619805,-0.924396659
F,1,0,1,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13,2.5649493575,2.640664367,-0.07571501,-0.411942876
I,0,0,0,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9,2.1972245773,2.2492499568,-0.052025379,-0.281980818
M,1,1,0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,2.4849066498,2.3364591517,0.1484474981,0.8025414558
F,1,0,1,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13,2.5649493575,2.5183937516,0.0465556058,0.2535501698
M,1,1,0,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14,2.6390573296,2.5732138065,0.0658435231,0.3603996818
F,1,0,1,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17,2.8332133441,2.4502140169,0.3829993271,2.0703831054
F,1,0,1,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,2.302585093,2.4401814548,-0.137596362,-0.743957515
I,0,0,0,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4,1.3862943611,1.2020317762,0.1842625849,1.0062092716
M,1,1,0,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15,2.7080502011,2.1948680821,0.513182119,2.7833891656
F,1,0,1,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12,2.4849066498,2.3144408397,0.1704658101,0.9271250072
I,0,0,0,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,1.3862943611,1.2207679058,0.1655264553,0.9061442832
M,1,1,0,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16,2.7725887222,2.5414389703,0.231149752,1.2762971156
M,1,1,0,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16,2.7725887222,2.6168152214,0.1557735008,0.84625659
M,1,1,0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6,1.7917594692,2.1071030135,-0.315343544,-1.708899686
M,1,1,0,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,1.3862943611,1.7493337724,-0.363039411,-1.974507002
I,0,0,0,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,2.5649493575,2.2690004313,0.2959489262,1.6032997037
I,0,0,0,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9,2.1972245773,2.2478642128,-0.050639635,-0.274456026
F,1,0,1,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10,2.302585093,2.2267180458,0.0758670472,0.4110572666
M,1,1,0,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,2.5649493575,2.3444713769,0.2204779805,1.192545375
I,0,0,0,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10,2.302585093,1.9880651329,0.3145199601,1.7008801907
I,0,0,0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,2.7080502011,2.2620979658,0.4459522353,2.4098718951
I,0,0,0,0.54,0.4,0.145,0.757,0.315,0.181,0.215,11,2.3978952728,2.2685617155,0.1293335573,0.7002618452
I,0,0,0,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,2.9444389792,2.4801164396,0.4643225395,2.5224811494
I,0,0,0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11,2.3978952728,2.4017735965,-0.003878324,-0.021092807
F,1,0,1,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10,2.302585093,2.4091065294,-0.106521436,-0.575947831
I,0,0,0,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13,2.5649493575,2.4985778352,0.0663715223,0.36204227
F,1,0,1,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18,2.8903717579,2.511644179,0.3787275789,2.063249319
I,0,0,0,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,2.3978952728,2.3992446985,-0.001349426,-0.007319243
M,1,1,0,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8,2.0794415417,1.9788270932,0.1006144485,0.5457591533
M,1,1,0,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,2.302585093,2.1285080816,0.1740770114,0.9420033223
I,0,0,0,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10,2.302585093,2.4102391931,-0.1076541,-0.583626442
M,1,1,0,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12,2.4849066498,2.1248913824,0.3600152674,1.9559865622
F,1,0,1,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20,2.9957322736,2.4646366468,0.5310956267,2.8747389783
F,1,0,1,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8,2.0794415417,2.267265609,-0.187824067,-1.016721553
I,0,0,0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14,2.6390573296,2.2303438931,0.4087134365,2.2449174003
I,0,0,0,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12,2.4849066498,2.2772479449,0.2076587049,1.1254239182
I,0,0,0,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10,2.302585093,2.9096950529,-0.60710996,-3.536265644
F,1,0,1,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16,2.7725887222,2.604591154,0.1679975682,0.9121155791
F,1,0,1,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21,3.0445224377,2.5553536487,0.489168789,2.6462852599
I,0,0,0,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17,2.8332133441,2.5443780095,0.2888353346,1.5697418653
F,1,0,1,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11,2.3978952728,2.4484531023,-0.050557829,-0.273775663
I,0,0,0,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6,1.7917594692,1.6044711844,0.1872882849,1.0134738225
I,0,0,0,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5,1.6094379124,1.6722561749,-0.062818262,-0.341124421
M,1,1,0,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11,2.3978952728,2.5142647755,-0.116369503,-0.63067377
F,1,0,1,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,2.5649493575,2.4607988769,0.1041504805,0.5659580623
M,1,1,0,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,2.5649493575,2.5632213378,0.0017280197,0.0094062954
F,1,0,1,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10,2.302585093,2.0866415943,0.2159434987,1.1787164856
M,1,1,0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14,2.6390573296,2.4408065622,0.1982507674,1.0759588732
M,1,1,0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,2.3978952728,2.2780728953,0.1198223775,0.649668259
F,1,0,1,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15,2.7080502011,2.6205104904,0.0875397107,0.4743158223
F,1,0,1,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11,2.3978952728,2.2908450661,0.1070502067,0.579249389
M,1,1,0,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,2.6390573296,2.7446003688,-0.105543039,-0.572364292
M,1,1,0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20,2.9957322736,2.7063768949,0.2893553786,1.5681030116
I,0,0,0,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,1.7917594692,1.6220880136,0.1696714557,0.9185164585
M,1,1,0,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,2.5649493575,2.5673840501,-0.002434693,-0.01318784
M,1,1,0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16,2.7725887222,2.4677468152,0.304841907,1.649821093
F,1,0,1,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12,2.4849066498,2.4390658734,0.0458407764,0.2482148689
F,1,0,1,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13,2.5649493575,2.5680531827,-0.003103825,-0.016796944
F,1,0,1,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13,2.5649493575,2.6080933683,-0.043144011,-0.233750498
F,1,0,1,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13,2.5649493575,2.5798436222,-0.014894265,-0.081213172
I,0,0,0,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,1.6094379124,1.8048740491,-0.195436137,-1.056432842
I,0,0,0,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8,2.0794415417,2.2089417738,-0.129500232,-0.701409263
M,1,1,0,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,1.9459101491,2.0580074274,-0.112097278,-0.607401424
I,0,0,0,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9,2.1972245773,2.1650448234,0.0321797539,0.17393572
F,1,0,1,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12,2.4849066498,2.3737554173,0.1111512325,0.6010379312
F,1,0,1,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10,2.302585093,2.2520576688,0.0505274241,0.2734955129
F,1,0,1,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,2.1972245773,2.6184514895,-0.421226912,-2.316263255
F,1,0,1,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11,2.3978952728,2.4507947212,-0.052899448,-0.286935717
M,1,1,0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,2.3978952728,2.447258802,-0.049363529,-0.267610138
M,1,1,0,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10,2.302585093,2.4056733222,-0.103088229,-0.565598591
F,1,0,1,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10,2.302585093,2.4591140792,-0.156528986,-0.865410256
I,0,0,0,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4,1.3862943611,1.6947091141,-0.308414753,-1.668639184
I,0,0,0,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,1.6094379124,1.6398606916,-0.030422779,-0.164623424
I,0,0,0,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6,1.7917594692,1.743443919,0.0483155502,0.2611784055
I,0,0,0,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6,1.7917594692,1.737771579,0.0539878903,0.2919098608
I,0,0,0,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6,1.7917594692,1.7961206979,-0.004361229,-0.023583357
I,0,0,0,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6,1.7917594692,1.9662722012,-0.174512732,-0.942991448
I,0,0,0,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6,1.7917594692,1.8624811515,-0.070721682,-0.382755742
I,0,0,0,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6,1.7917594692,1.9565848685,-0.164825399,-0.891244018
I,0,0,0,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6,1.7917594692,1.9300957727,-0.138336303,-0.74775712
M,1,1,0,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8,2.0794415417,2.067450413,0.0119911287,0.0649036159
I,0,0,0,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7,1.9459101491,1.9820690185,-0.036158869,-0.195509841
I,0,0,0,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8,2.0794415417,1.9983729766,0.081068565,0.4382631977
I,0,0,0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6,1.7917594692,2.1490290863,-0.357269617,-1.934402706
I,0,0,0,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7,1.9459101491,2.1625367685,-0.216626619,-1.171875567
I,0,0,0,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7,1.9459101491,2.1049101239,-0.158999975,-0.860470205
M,1,1,0,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8,2.0794415417,2.261485985,-0.182044443,-0.984302751
M,1,1,0,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6,1.7917594692,2.1746069238,-0.382847455,-2.070255817
F,1,0,1,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7,1.9459101491,2.0803272531,-0.134417104,-0.728592719
M,1,1,0,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8,2.0794415417,2.3188603371,-0.239418795,-1.293656777
I,0,0,0,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6,1.7917594692,2.3403134249,-0.548553956,-2.972037065
F,1,0,1,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6,1.7917594692,2.3203969209,-0.528637452,-2.863904038
M,1,1,0,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10,2.302585093,2.2818303449,0.0207547481,0.1122766059
M,1,1,0,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11,2.3978952728,2.3788499835,0.0190452893,0.103069663
F,1,0,1,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10,2.302585093,2.3660430736,-0.063457981,-0.343591769
F,1,0,1,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11,2.3978952728,2.6296701553,-0.231774883,-1.264869452
M,1,1,0,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8,2.0794415417,2.3440824907,-0.264640949,-1.431617739
F,1,0,1,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11,2.3978952728,2.4771841508,-0.079288878,-0.430161508
M,1,1,0,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10,2.302585093,2.4622280836,-0.159642991,-0.865243486
M,1,1,0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9,2.1972245773,2.3875139464,-0.190289369,-1.031605163
M,1,1,0,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10,2.302585093,2.6149642391,-0.312379146,-1.718207567
M,1,1,0,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12,2.4849066498,2.5505426116,-0.065635962,-0.361652371
I,0,0,0,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4,1.3862943611,1.3916186189,-0.005324258,-0.028881738
I,0,0,0,0.245,0.175,0.055,0.0785,0.04,0.018,0.02,5,1.6094379124,1.5540955092,0.0553424032,0.2994538401
I,0,0,0,0.315,0.23,0,0.134,0.0575,0.0285,0.3505,6,1.7917594692,2.1489836827,-0.357224213,-3.284395016
I,0,0,0,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6,1.7917594692,1.8890615961,-0.097302127,-0.525802176
I,0,0,0,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6,1.7917594692,1.8316086872,-0.039849218,-0.215461501
I,0,0,0,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6,1.7917594692,1.9026541932,-0.110894724,-0.59979034
I,0,0,0,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7,1.9459101491,2.0707091111,-0.124798962,-0.677036374
I,0,0,0,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6,1.7917594692,1.9579125231,-0.166153054,-0.902407358
I,0,0,0,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8,2.0794415417,2.1323649043,-0.052923363,-0.286049239
I,0,0,0,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8,2.0794415417,2.0869353003,-0.007493759,-0.040511946
M,1,1,0,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10,2.302585093,2.2354161952,0.0671688978,0.3632467003
F,1,0,1,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9,2.1972245773,2.2141567873,-0.01693221,-0.0915507
M,1,1,0,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9,2.1972245773,2.2650438541,-0.067819277,-0.366872389
F,1,0,1,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11,2.3978952728,2.205493446,0.1924018268,1.0403463182
M,1,1,0,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12,2.4849066498,2.2836364407,0.2012702091,1.0880776793
M,1,1,0,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8,2.0794415417,2.1746433488,-0.095201807,-0.515412973
M,1,1,0,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9,2.1972245773,2.1244353343,0.072789243,0.394271088
M,1,1,0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9,2.1972245773,2.2165308528,-0.019306275,-0.105856686
F,1,0,1,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8,2.0794415417,2.2043688748,-0.124927333,-0.676528983
M,1,1,0,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,8,2.0794415417,2.3140451434,-0.234603602,-1.26958916
M,1,1,0,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10,2.302585093,2.2676418209,0.0349432721,0.1890848168
M,1,1,0,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10,2.302585093,2.0865627563,0.2160223367,1.1770809079
F,1,0,1,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9,2.1972245773,2.3487640514,-0.151539474,-0.820028863
M,1,1,0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11,2.3978952728,2.1424856914,0.2554095814,1.4530291673
M,1,1,0,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8,2.0794415417,2.2082744649,-0.128832923,-0.698593285
M,1,1,0,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10,2.302585093,2.2501581728,0.0524269202,0.2841954
