Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Pred Formula Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings],Lower 95% Mean Log[Rings],Upper 95% Mean Log[Rings]
I,0,0,0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9,2.1972245773,2.0142819801,2.0142819801,0.1829425972,0.977064116,1.9995411974,2.0290227628
I,0,0,0,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9,2.1972245773,2.1879413878,2.1879413878,0.0092831895,0.0495863246,2.1720563336,2.203826442
F,1,0,1,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,1.9459101491,2.2801975429,2.2801975429,-0.334287394,-1.788451356,2.254097209,2.3062978768
M,1,1,0,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9,2.1972245773,2.2211229635,2.2211229635,-0.023898386,-0.127830678,2.196119406,2.246126521
I,0,0,0,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8,2.0794415417,2.3319786857,2.3319786857,-0.252537144,-1.349568058,2.3125019034,2.3514554681
M,1,1,0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,1.9459101491,2.241257537,2.241257537,-0.295347388,-1.577277458,2.2272343756,2.2552806984
I,0,0,0,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10,2.302585093,2.2688749807,2.2688749807,0.0337101123,0.1803434856,2.2429753201,2.2947746413
M,1,1,0,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9,2.1972245773,2.1334964002,2.1334964002,0.0637281771,0.3403274737,2.119683912,2.1473088885
M,1,1,0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,2.1972245773,2.0476474598,2.0476474598,0.1495771175,0.7992756882,2.0287864081,2.0665085115
F,1,0,1,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,2.1972245773,2.349763719,2.349763719,-0.152539142,-0.815591444,2.3270311274,2.3724963106
F,1,0,1,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10,2.302585093,2.1362739622,2.1362739622,0.1663111308,0.9063163723,2.0618471886,2.2107007358
M,1,1,0,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10,2.302585093,2.243424119,2.243424119,0.059160974,0.3159290025,2.229868659,2.2569795789
M,1,1,0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10,2.302585093,2.4263844409,2.4263844409,-0.123799348,-0.661058713,2.4135948573,2.4391740245
M,1,1,0,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9,2.1972245773,2.284418971,2.284418971,-0.087194394,-0.465521334,2.2734779029,2.2953600391
M,1,1,0,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,2.302585093,2.3249937059,2.3249937059,-0.022408613,-0.119635836,2.3141871851,2.3358002267
M,1,1,0,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,2.1972245773,2.2240848024,2.2240848024,-0.026860225,-0.143441565,2.2102756333,2.2378939716
F,1,0,1,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9,2.1972245773,2.4576223477,2.4576223477,-0.26039777,-1.390268071,2.4463938667,2.4688508288
F,1,0,1,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9,2.1972245773,2.1916315853,2.1916315853,0.0055929921,0.0298908454,2.1717693231,2.2114938474
F,1,0,1,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11,2.3978952728,2.256433559,2.256433559,0.1414617138,0.7555582114,2.2412614687,2.2716056494
F,1,0,1,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12,2.4849066498,2.3866533832,2.3866533832,0.0982532666,0.5246746054,2.3733552982,2.3999514681
F,1,0,1,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13,2.5649493575,2.3666527545,2.3666527545,0.198296603,1.0600662198,2.3449463981,2.3883591109
F,1,0,1,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12,2.4849066498,2.5246435442,2.5246435442,-0.039736894,-0.212343634,2.50555575,2.5437313384
I,0,0,0,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5,1.6094379124,1.7045039199,1.7045039199,-0.095066007,-0.507867098,1.6874854719,1.7215223679
I,0,0,0,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5,1.6094379124,1.716268641,1.716268641,-0.106830729,-0.570736743,1.6989822742,1.7335550078
I,0,0,0,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7,1.9459101491,1.9240143101,1.9240143101,0.021895839,0.1169565833,1.9081609445,1.9398676757
I,0,0,0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,1.7917594692,1.9981748481,1.9981748481,-0.206415379,-1.102367995,1.983941214,2.0124084821
I,0,0,0,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6,1.7917594692,1.9976898565,1.9976898565,-0.205930387,-1.099811642,1.9831684996,2.0122112134
I,0,0,0,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7,1.9459101491,2.1231639584,2.1231639584,-0.177253809,-0.946867872,2.1067204991,2.1396074176
I,0,0,0,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8,2.0794415417,2.1520014507,2.1520014507,-0.072559909,-0.387955866,2.1293475766,2.1746553249
I,0,0,0,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,1.9459101491,2.0064044979,2.0064044979,-0.060494349,-0.323024909,1.9936263374,2.0191826583
I,0,0,0,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8,2.0794415417,2.1094097488,2.1094097488,-0.029968207,-0.160015392,2.09713228,2.1216872176
I,0,0,0,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8,2.0794415417,2.1142955311,2.1142955311,-0.034853989,-0.186112257,2.101486455,2.1271046073
I,0,0,0,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8,2.0794415417,2.0925701339,2.0925701339,-0.013128592,-0.070099986,2.080323703,2.1048165649
I,0,0,0,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8,2.0794415417,2.1787933554,2.1787933554,-0.099351814,-0.530571709,2.1649186655,2.1926680454
I,0,0,0,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9,2.1972245773,2.2082867969,2.2082867969,-0.01106222,-0.059075298,2.1945163187,2.2220572752
I,0,0,0,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10,2.302585093,2.1721388543,2.1721388543,0.1304462387,0.6968130428,2.155867826,2.1884098826
I,0,0,0,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,2.1972245773,2.2383549081,2.2383549081,-0.041130331,-0.219678129,2.2232729641,2.2534368521
M,1,1,0,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9,2.1972245773,2.4439871164,2.4439871164,-0.246762539,-1.317418978,2.433227533,2.4547466999
M,1,1,0,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9,2.1972245773,2.3246384194,2.3246384194,-0.127413842,-0.680294722,2.3128909804,2.3363858585
M,1,1,0,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10,2.302585093,2.2564491884,2.2564491884,0.0461359046,0.2463530441,2.2437273611,2.2691710156
I,0,0,0,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8,2.0794415417,2.1319057976,2.1319057976,-0.052464256,-0.280405798,2.1115888873,2.1522227079
I,0,0,0,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11,2.3978952728,2.2479798083,2.2479798083,0.1499154645,0.8007315597,2.2325744288,2.2633851879
I,0,0,0,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10,2.302585093,2.2567180812,2.2567180812,0.0458670118,0.2449837822,2.2413858401,2.2720503222
I,0,0,0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9,2.1972245773,2.3716215882,2.3716215882,-0.174397011,-0.932419091,2.3491526007,2.3940905757
F,1,0,1,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10,2.302585093,2.4074139907,2.4074139907,-0.104828898,-0.55961942,2.3976508659,2.4171771155
M,1,1,0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10,2.302585093,2.4458783572,2.4458783572,-0.143293264,-0.765272317,2.4315213657,2.4602353486
M,1,1,0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,2.1972245773,2.4634288648,2.4634288648,-0.266204288,-1.421859297,2.4480020594,2.4788556703
F,1,0,1,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9,2.1972245773,2.3191358931,2.3191358931,-0.121911316,-0.650791501,2.3098255391,2.3284462471
I,0,0,0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9,2.1972245773,2.2234155248,2.2234155248,-0.026190947,-0.139951979,2.2046138535,2.2422171961
I,0,0,0,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10,2.302585093,2.270576606,2.270576606,0.032008487,0.1710585219,2.2509406784,2.2902125336
M,1,1,0,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9,2.1972245773,2.208848886,2.208848886,-0.011624309,-0.062086869,2.1936031543,2.2240946177
F,1,0,1,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,2.1972245773,2.5351182177,2.5351182177,-0.33789364,-1.804306835,2.5221192116,2.5481172238
I,0,0,0,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9,2.1972245773,2.2037409749,2.2037409749,-0.006516398,-0.034833857,2.1823758046,2.2251061451
M,1,1,0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,2.0794415417,2.3958557266,2.3958557266,-0.316414185,-1.689725234,2.3821643967,2.4095470565
F,1,0,1,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13,2.5649493575,2.3052724791,2.3052724791,0.2596768784,1.3873599401,2.2876974659,2.3228474923
M,1,1,0,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,2.1972245773,2.3549637363,2.3549637363,-0.157739159,-0.842181966,2.3435943206,2.366333152
I,0,0,0,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9,2.1972245773,2.2076884701,2.2076884701,-0.010463893,-0.055958672,2.183855766,2.2315211743
M,1,1,0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,2.302585093,2.3585158337,2.3585158337,-0.055930741,-0.298619904,2.3470983205,2.3699333468
M,1,1,0,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10,2.302585093,2.4369034877,2.4369034877,-0.134318395,-0.71710988,2.4259855261,2.4478214493
M,1,1,0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10,2.302585093,2.1932150121,2.1932150121,0.1093700809,0.5842355273,2.1768542632,2.209575761
F,1,0,1,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11,2.3978952728,2.3670979553,2.3670979553,0.0307973175,0.1644564224,2.3539193899,2.3802765207
I,0,0,0,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12,2.4849066498,2.358809683,2.358809683,0.1260969668,0.6753349729,2.3277639947,2.3898553714
M,1,1,0,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11,2.3978952728,2.3934731466,2.3934731466,0.0044221262,0.0236126535,2.3808795137,2.4060667795
M,1,1,0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9,2.1972245773,2.3972506289,2.3972506289,-0.200026052,-1.067803203,2.3877160498,2.4067852081
M,1,1,0,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10,2.302585093,2.2977880894,2.2977880894,0.0047970036,0.0256135926,2.2855244597,2.3100517191
M,1,1,0,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12,2.4849066498,2.5239599505,2.5239599505,-0.039053301,-0.208572814,2.5093942677,2.5385256334
F,1,0,1,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8,2.0794415417,2.4140587616,2.4140587616,-0.33461722,-1.786902805,2.4005385318,2.4275789914
F,1,0,1,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10,2.302585093,2.3350188336,2.3350188336,-0.032433741,-0.173238115,2.3194951182,2.3505425489
F,1,0,1,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10,2.302585093,2.4248935854,2.4248935854,-0.122308492,-0.653189143,2.4107080007,2.4390791701
F,1,0,1,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,2.3978952728,2.3933703716,2.3933703716,0.0045249012,0.0241619261,2.3805619711,2.4061787721
F,1,0,1,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13,2.5649493575,2.4783656392,2.4783656392,0.0865837183,0.4623155949,2.4660550452,2.4906762331
F,1,0,1,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,2.6390573296,2.4656661803,2.4656661803,0.1733911493,0.9258424845,2.4531587271,2.4781736336
M,1,1,0,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10,2.302585093,2.4029737877,2.4029737877,-0.100388695,-0.536130605,2.3887129833,2.4172345921
M,1,1,0,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12,2.4849066498,2.5047367476,2.5047367476,-0.019830098,-0.105955446,2.4864263345,2.5230471606
F,1,0,1,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11,2.3978952728,2.456155992,2.456155992,-0.058260719,-0.311119221,2.4426735353,2.4696384487
M,1,1,0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13,2.5649493575,2.7404313039,2.7404313039,-0.175481946,-0.941819255,2.7013071568,2.7795554509
F,1,0,1,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10,2.302585093,2.4811553726,2.4811553726,-0.17857028,-0.955105031,2.4564575978,2.5058531474
F,1,0,1,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11,2.3978952728,2.4225684541,2.4225684541,-0.024673181,-0.131897825,2.4009369369,2.4441999713
M,1,1,0,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12,2.4849066498,2.6512783094,2.6512783094,-0.16637166,-0.907571502,2.5751001103,2.7274565086
I,0,0,0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3,1.0986122887,1.4721228578,1.4721228578,-0.373510569,-1.998562154,1.4453485704,1.4988971452
I,0,0,0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,1.7917594692,1.8020563271,1.8020563271,-0.010296858,-0.054996895,1.7867938244,1.8173188298
I,0,0,0,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,1.9459101491,1.7563023999,1.7563023999,0.1896077492,1.0127886287,1.7404558498,1.77214895
I,0,0,0,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,1.9459101491,1.8684827883,1.8684827883,0.0774273608,0.4134880993,1.8546020634,1.8823635132
M,1,1,0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,2.1972245773,2.0816118142,2.0816118142,0.1156127632,0.6176983793,2.0637773986,2.0994462297
I,0,0,0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8,2.0794415417,1.9889570025,1.9889570025,0.0904845392,0.4831819489,1.975816796,2.0020972089
F,1,0,1,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8,2.0794415417,2.0563042614,2.0563042614,0.0231372803,0.1236701163,2.0355500112,2.0770585115
M,1,1,0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,2.302585093,2.2175616676,2.2175616676,0.0850234254,0.4539703327,2.2055946942,2.229528641
F,1,0,1,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8,2.0794415417,2.2821069713,2.2821069713,-0.20266543,-1.082826308,2.2641263563,2.3000875864
I,0,0,0,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8,2.0794415417,2.1827866419,2.1827866419,-0.1033451,-0.5519519,2.1679803503,2.1975929335
M,1,1,0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9,2.1972245773,2.2273372753,2.2273372753,-0.030112698,-0.160785143,2.2151805335,2.2394940171
F,1,0,1,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12,2.4849066498,2.4628069729,2.4628069729,0.0220996769,0.1179793379,2.452784156,2.4728297898
I,0,0,0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8,2.0794415417,1.88481943,1.88481943,0.1946221117,1.0393201083,1.8711961722,1.8984426878
I,0,0,0,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6,1.7917594692,2.1948580956,2.1948580956,-0.403098626,-2.179340779,2.1359531252,2.2537630661
I,0,0,0,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8,2.0794415417,2.0097116477,2.0097116477,0.069729894,0.3723722516,1.9960620684,2.023361227
M,1,1,0,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8,2.0794415417,2.1081147244,2.1081147244,-0.028673183,-0.153128466,2.0939799067,2.1222495422
M,1,1,0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,2.0794415417,2.1331288206,2.1331288206,-0.053687279,-0.286774001,2.1171720777,2.1490855636
M,1,1,0,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,2.1972245773,2.2101244211,2.2101244211,-0.012899844,-0.068874472,2.1985542609,2.2216945812
M,1,1,0,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8,2.0794415417,2.1962674625,2.1962674625,-0.116825921,-0.623857421,2.1828975436,2.2096373814
M,1,1,0,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,2.302585093,2.3976868698,2.3976868698,-0.095101777,-0.507674086,2.3884263207,2.4069474188
M,1,1,0,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,2.302585093,2.4331348229,2.4331348229,-0.13054973,-0.696947109,2.4229945617,2.443275084
F,1,0,1,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9,2.1972245773,2.4639804312,2.4639804312,-0.266755854,-1.424018915,2.4545393902,2.4734214722
F,1,0,1,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,2.1972245773,2.2925298193,2.2925298193,-0.095305242,-0.508953284,2.2788161253,2.3062435133
M,1,1,0,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,1.9459101491,2.2608354498,2.2608354498,-0.314925301,-1.681835527,2.2467900158,2.2748808838
M,1,1,0,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11,2.3978952728,2.5148952167,2.5148952167,-0.116999944,-0.624927001,2.4994270436,2.5303633897
F,1,0,1,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10,2.302585093,2.5429743065,2.5429743065,-0.240389214,-1.284236154,2.5258633157,2.5600852974
M,1,1,0,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,2.3978952728,2.8412657,2.8412657,-0.443370427,-2.385025324,2.7950231247,2.8875082753
M,1,1,0,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,2.3978952728,2.2930692348,2.2930692348,0.104826038,0.5598965333,2.2777022538,2.3084362157
F,1,0,1,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,2.4849066498,2.5570327854,2.5570327854,-0.072126136,-0.385863538,2.5311233623,2.5829422086
M,1,1,0,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14,2.6390573296,2.4571913817,2.4571913817,0.1818659479,0.9713104049,2.4424837355,2.471899028
F,1,0,1,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10,2.302585093,2.5502166185,2.5502166185,-0.247631525,-1.322631872,2.5349622211,2.5654710158
F,1,0,1,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14,2.6390573296,2.3548489963,2.3548489963,0.2842083333,1.5180070091,2.3395151168,2.3701828758
M,1,1,0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,2.3978952728,2.3386913823,2.3386913823,0.0592038905,0.3160543762,2.3289345055,2.3484482591
M,1,1,0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,1.7917594692,2.1040315414,2.1040315414,-0.312272072,-1.669046329,2.0835358605,2.1245272223
F,1,0,1,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7,1.9459101491,2.3330754827,2.3330754827,-0.387165334,-2.068450735,2.3156270862,2.3505238791
M,1,1,0,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9,2.1972245773,2.1854298672,2.1854298672,0.0117947101,0.0630049469,2.1691080496,2.2017516849
I,0,0,0,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,1.3862943611,1.2294048338,1.2294048338,0.1568895273,0.8447518881,1.1805346644,1.2782750032
I,0,0,0,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8,2.0794415417,1.8463844632,1.8463844632,0.2330570784,1.2446390736,1.8322254085,1.860543518
M,1,1,0,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8,2.0794415417,2.2097977139,2.2097977139,-0.130356172,-0.696225173,2.1948500237,2.224745404
F,1,0,1,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,2.1972245773,2.2968335158,2.2968335158,-0.099608938,-0.531824731,2.2853607821,2.3083062495
M,1,1,0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,2.3978952728,2.3348258022,2.3348258022,0.0630694706,0.3369480035,2.3174667723,2.352184832
F,1,0,1,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9,2.1972245773,2.4058531675,2.4058531675,-0.20862859,-1.114294219,2.3907417363,2.4209645986
M,1,1,0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16,2.7725887222,2.2944067406,2.2944067406,0.4781819817,2.5526776284,2.2849339976,2.3038794835
M,1,1,0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14,2.6390573296,2.605855422,2.605855422,0.0332019076,0.1773622569,2.589329816,2.622381028
M,1,1,0,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,2.3978952728,2.282704013,2.282704013,0.1151912598,0.6152130366,2.2680100612,2.2973979647
I,0,0,0,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6,1.7917594692,1.9264030567,1.9264030567,-0.134643587,-0.719277782,1.9096389287,1.9431671847
M,1,1,0,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,2.1972245773,2.190087838,2.190087838,0.0071367394,0.0381272376,2.1728758808,2.2072997951
F,1,0,1,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14,2.6390573296,2.5705420681,2.5705420681,0.0685152615,0.3660431385,2.5531607397,2.5879233966
M,1,1,0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,1.7917594692,2.0917334059,2.0917334059,-0.299973937,-1.602488101,2.07496336,2.1085034518
F,1,0,1,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7,1.9459101491,2.1558058518,2.1558058518,-0.209895703,-1.121352215,2.1385400252,2.1730716783
M,1,1,0,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,2.302585093,2.6741442171,2.6741442171,-0.371559124,-1.986233047,2.6526594005,2.6956290337
M,1,1,0,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12,2.4849066498,2.5048161298,2.5048161298,-0.01990948,-0.106339875,2.4894972376,2.520135022
F,1,0,1,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,2.1972245773,2.2811952576,2.2811952576,-0.08397068,-0.448356077,2.269060458,2.2933300572
F,1,0,1,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11,2.3978952728,2.5886442974,2.5886442974,-0.190749025,-1.019251477,2.56998847,2.6073001247
M,1,1,0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,2.0794415417,2.2097390621,2.2097390621,-0.13029752,-0.696007129,2.1936053532,2.2258727709
I,0,0,0,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,2.1972245773,1.8714895635,1.8714895635,0.3257350138,1.7397537544,1.856433996,1.8865451311
M,1,1,0,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,2.7725887222,2.8131662351,2.8131662351,-0.040577513,-0.217053343,2.7879834657,2.8383490046
F,1,0,1,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,2.4849066498,2.7107408022,2.7107408022,-0.225834152,-1.206704458,2.6922138039,2.7292678005
F,1,0,1,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9,2.1972245773,2.322748876,2.322748876,-0.125524299,-0.670165408,2.3117180183,2.3337797337
F,1,0,1,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14,2.6390573296,2.5205415123,2.5205415123,0.1185158174,0.6362359412,2.4805879471,2.5604950774
F,1,0,1,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14,2.6390573296,2.9475223886,2.9475223886,-0.308465059,-1.653063678,2.9139107982,2.981133979
M,1,1,0,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10,2.302585093,2.3082226009,2.3082226009,-0.005637508,-0.030100093,2.2964704751,2.3199747267
F,1,0,1,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18,2.8903717579,2.644133227,2.644133227,0.2462385309,1.3157341094,2.6255924283,2.6626740257
I,0,0,0,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5,1.6094379124,1.8158501075,1.8158501075,-0.206412195,-1.102550899,1.7999925695,1.8317076454
M,1,1,0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19,2.9444389792,2.5152002037,2.5152002037,0.4292387755,2.2931373948,2.4980672313,2.532333176
F,1,0,1,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10,2.302585093,2.3276727267,2.3276727267,-0.025087634,-0.133997152,2.3123611339,2.3429843195
F,1,0,1,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15,2.7080502011,2.349448216,2.349448216,0.3586019851,1.9144237699,2.3392607384,2.3596356937
F,1,0,1,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,2.0794415417,2.2772627311,2.2772627311,-0.197821189,-1.056506977,2.2627054279,2.2918200344
F,1,0,1,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,2.1972245773,2.3990092043,2.3990092043,-0.201784627,-1.077343116,2.3876521318,2.4103662768
M,1,1,0,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,2.7080502011,2.4195875349,2.4195875349,0.2884626662,1.5404833566,2.4057327956,2.4334422742
F,1,0,1,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12,2.4849066498,2.1855256937,2.1855256937,0.2993809561,1.5989625033,2.1706615505,2.2003898369
F,1,0,1,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,2.1972245773,2.4119743197,2.4119743197,-0.214749742,-1.147440533,2.3936790302,2.4302696092
I,0,0,0,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5,1.6094379124,1.8553903694,1.8553903694,-0.245952457,-1.313780262,1.8393718341,1.8714089047
F,1,0,1,0.525,0.41,0.15,0.708,0.274,0.151,0.25,12,2.4849066498,2.4322853251,2.4322853251,0.0526213247,0.2809657483,2.4202477794,2.4443228709
M,1,1,0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,2.1972245773,1.9891314848,1.9891314848,0.2080930925,1.1128838595,1.9650653488,2.0131976209
M,1,1,0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16,2.7725887222,2.6816948923,2.6816948923,0.09089383,0.4859438735,2.6595089769,2.7038808077
F,1,0,1,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,2.7080502011,2.6106799956,2.6106799956,0.0973702055,0.5209651894,2.5842794822,2.637080509
M,1,1,0,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10,2.302585093,2.3167265315,2.3167265315,-0.014141439,-0.075512984,2.3037833698,2.3296696932
